record_id,date,mandi_id,crop_name,min_price,max_price,modal_price,msp,date_dt,date_str,is_price_crash,price_gap_vs_msp,price_ratio,mandi_name,district,state
PR007416,01-Jan-2026,MANDI049,Rice,2204.08,2401.0,2302.39,2183.0,2026-01-01,2026-01-01,False,119.39,1.055,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR002036,2026/01/01,MANDI044,Wheat,2279.54,2429.87,2355.0,2275.0,2026-01-01,2026-01-01,False,80.0,1.035,Dehri Mandi,Agra,Uttar Pradesh
PR008686,2026/01/01,MANDI057,Maize,2134.91,2353.06,2243.98,2090.0,2026-01-01,2026-01-01,False,153.98,1.074,Gorakhpur APMC,Bareilly,Uttar Pradesh
PR006473,01-01-2026,MANDI033,Rice,2237.53,2634.0,2436.0,2183.0,2026-01-01,2026-01-01,False,253.0,1.116,South Dumdum Grain Market,Ambala,Haryana
PR006182,2026-01-01,MANDI017,Rice,2238.0,2355.22,2296.84,2183.0,2026-01-01,2026-01-01,False,113.84,1.052,Parbhani Market,Patiala,Punjab
PR006909,2026-01-01,MANDI001,Rice,1871.0,1971.84,1921.0,2183.0,2026-01-01,2026-01-01,True,-262.0,0.88,Hyderabad Mandi,Ludhiana,Punjab
PR000471,01.01.2026,MANDI014,Cotton,5814.74,6282.51,6048.62,6620.0,2026-01-01,2026-01-01,True,-571.38,0.914,Bathinda Grain Market,Patiala,Punjab
PR011594,2026/01/01,MANDI015,Mustard,5808.0,6520.0,6163.8,5650.0,2026-01-01,2026-01-01,False,513.8,1.091,Amravati Grain Market,Bathinda,Punjab
PR002307,2026-01-01,MANDI001,Sugarcane,3470.52,3855.0,3662.98,3500.0,2026-01-01,2026-01-01,False,162.98,1.047,Hyderabad Mandi,Ludhiana,Punjab
PR005835,01.01.2026,MANDI004,Wheat,1997.69,2166.822,2063.64,2275.0,2026-01-01,2026-01-01,True,-211.36,0.907,Khandwa Grain Market,Ludhiana,Punjab
PR008364,2026-01-01,MANDI015,Wheat,2295.14,2821.13,2558.0,2275.0,2026-01-01,2026-01-01,False,283.0,1.124,Amravati Grain Market,Bathinda,Punjab
PR006505,01-Jan-2026,MANDI013,Mustard,4929.0,5885.86,4929.0,5650.0,2026-01-01,2026-01-01,True,-721.0,0.872,Aurangabad Market,Patiala,Punjab
PR010537,2026/01/01,MANDI039,Maize,2118.79,2579.0,2348.7,2090.0,2026-01-01,2026-01-01,False,258.7,1.124,Anand Grain Market,Kurukshetra,Haryana
PR006844,01.01.2026,MANDI055,Wheat,2144.8055,2392.64,2257.69,2275.0,2026-01-01,2026-01-01,True,-17.31,0.992,Chandigarh APMC,Bareilly,Uttar Pradesh
PR004093,2026/01/01,MANDI054,Mustard,4935.33,5934.51,5434.92,5650.0,2026-01-01,2026-01-01,True,-215.08,0.962,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
PR005285,2026-01-01,MANDI041,Mustard,5270.0,6228.28,5749.0,5650.0,2026-01-01,2026-01-01,False,99.0,1.018,Gurgaon Grain Market,Fatehabad,Haryana
PR001787,2026-01-01,MANDI046,Maize,1953.0,2245.76,2099.0,2090.0,2026-01-01,2026-01-01,False,9.0,1.004,Baranagar Market,Muzaffarnagar,Uttar Pradesh
PR011111,01-Jan-2026,MANDI043,Wheat,2207.69,2401.35,2287.0,2275.0,2026-01-01,2026-01-01,False,12.0,1.005,Danapur Mandi,Agra,Uttar Pradesh
PR011908,01-Jan-2026,MANDI021,Mustard,5352.48,5804.0,5578.0,5650.0,2026-01-01,2026-01-01,True,-72.0,0.987,Guna Mandi,Ferozepur,Punjab
PR003404,2026/01/01,MANDI025,Rice,2181.78,2649.0,2415.59,2183.0,2026-01-01,2026-01-01,False,232.59,1.107,Dindigul APMC,Karnal,Haryana
PR001927,2026/01/01,MANDI001,Sugarcane,3218.47,3418.85,3318.66,3500.0,2026-01-01,2026-01-01,True,-181.34,0.948,Hyderabad Mandi,Ludhiana,Punjab
PR001777,01/01/2026,MANDI001,Cotton,6314.0,7889.0,6314.0,6620.0,2026-01-01,2026-01-01,True,-306.0,0.954,Hyderabad Mandi,Ludhiana,Punjab
PR010696,01-01-2026,MANDI038,Sugarcane,2998.81,3673.71,3336.26,3500.0,2026-01-01,2026-01-01,True,-163.74,0.953,Jalandhar Mandi,Kurukshetra,Haryana
PR005646,01-01-2026,MANDI015,Mustard,5421.05,6348.0,5885.0,5650.0,2026-01-01,2026-01-01,False,235.0,1.042,Amravati Grain Market,Bathinda,Punjab
PR005081,2026/01/01,MANDI013,Rice,2143.43,2647.41,2395.42,2183.0,2026-01-01,2026-01-01,False,212.42,1.097,Aurangabad Market,Patiala,Punjab
PR008981,2026/01/01,MANDI044,Mustard,5148.0,6387.23,5767.6,5650.0,2026-01-01,2026-01-01,False,117.6,1.021,Dehri Mandi,Agra,Uttar Pradesh
PR003192,2026-01-01,MANDI047,Sugarcane,3056.64,3611.39,3334.0,3500.0,2026-01-01,2026-01-01,True,-166.0,0.953,Orai Market,Muzaffarnagar,Uttar Pradesh
PR008393,01/01/2026,MANDI003,Rice,2135.6,2495.95,2248.0,2183.0,2026-01-01,2026-01-01,False,65.0,1.03,Vijayawada Mandi,Ludhiana,Punjab
PR004304,01.01.2026,MANDI034,Mustard,5923.0,6789.25,6356.0,5650.0,2026-01-01,2026-01-01,False,706.0,1.125,Ludhiana Grain Market,Ambala,Haryana
PR002672,2026-01-01,MANDI005,Cotton,6102.2,6418.63,6102.2,6620.0,2026-01-01,2026-01-01,True,-517.8,0.922,Bhilwara Grain Market,Amritsar,Punjab
PR004115,2026/01/01,MANDI055,Maize,2082.74,2593.6,2338.17,2090.0,2026-01-01,2026-01-01,False,248.17,1.119,Chandigarh APMC,Bareilly,Uttar Pradesh
PR006952,01.01.2026,MANDI036,Rice,1988.0,2108.27,2048.06,2183.0,2026-01-01,2026-01-01,True,-134.94,0.938,Mysore Grain Market,Kurukshetra,Haryana
PR001761,2026-01-02,MANDI001,Sugarcane,3016.22,3490.33,3253.27,3500.0,2026-01-02,2026-01-02,True,-246.73,0.93,Hyderabad Mandi,Ludhiana,Punjab
PR007307,02-Jan-2026,MANDI052,Mustard,5746.0,7164.0,6455.36,5650.0,2026-01-02,2026-01-02,False,805.36,1.143,Kakinada APMC,Saharanpur,Uttar Pradesh
PR010579,2026-01-02,MANDI007,Sugarcane,3274.0,3961.86,3618.0,3500.0,2026-01-02,2026-01-02,False,118.0,1.034,Nashik Mandi,Amritsar,Punjab
PR001198,2026/01/02,MANDI046,Wheat,2217.0,2652.0,2217.0,2275.0,2026-01-02,2026-01-02,True,-58.0,0.975,Baranagar Market,Muzaffarnagar,Uttar Pradesh
PR007041,01.02.2026,MANDI010,Wheat,1952.8,2083.0,2017.96,2275.0,2026-01-02,2026-01-02,True,-257.04,0.887,Dhule APMC,Jalandhar,Punjab
PR008483,01/02/2026,MANDI045,Mustard,5774.12,6147.0,5960.43,5650.0,2026-01-02,2026-01-02,False,310.43,1.055,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR002871,2026-01-02,MANDI022,Wheat,2315.87,2677.49,2496.68,2275.0,2026-01-02,2026-01-02,False,221.68,1.097,Eluru APMC,Karnal,Haryana
PR010597,01/02/2026,MANDI046,Cotton,5773.0,6543.54,6158.47,6620.0,2026-01-02,2026-01-02,True,-461.53,0.93,Baranagar Market,Muzaffarnagar,Uttar Pradesh
PR011987,2026-01-02,MANDI007,Maize,1799.0,1980.19,1889.0,2090.0,2026-01-02,2026-01-02,True,-201.0,0.904,Nashik Mandi,Amritsar,Punjab
PR010110,2026-01-02,MANDI029,Sugarcane,3391.57,3720.25,3555.91,3500.0,2026-01-02,2026-01-02,False,55.91,1.016,Asansol Grain Market,Sirsa,Haryana
PR004791,01-02-2026,MANDI010,Sugarcane,3498.0,3930.94,3714.65,3500.0,2026-01-02,2026-01-02,False,214.65,1.061,Dhule APMC,Jalandhar,Punjab
PR003443,01-02-2026,MANDI036,Wheat,2377.75,2871.95,2624.85,2275.0,2026-01-02,2026-01-02,False,349.85,1.154,Mysore Grain Market,Kurukshetra,Haryana
PR001531,01/02/2026,MANDI008,Mustard,5568.615,6316.0,5861.7,5650.0,2026-01-02,2026-01-02,False,211.7,1.037,Bijapur Market,Amritsar,Punjab
PR003584,01.02.2026,MANDI031,Wheat,2302.97,2842.62,2572.8,2275.0,2026-01-02,2026-01-02,False,297.8,1.131,Nangloi Jat Mandi,Sirsa,Haryana
PR008667,01.02.2026,MANDI008,Sugarcane,3320.0,3759.0,3539.44,3500.0,2026-01-02,2026-01-02,False,39.44,1.011,Bijapur Market,Amritsar,Punjab
PR009769,2026-01-02,MANDI031,Wheat,2223.05,2744.3,2483.67,2275.0,2026-01-02,2026-01-02,False,208.67,1.092,Nangloi Jat Mandi,Sirsa,Haryana
PR001488,01/02/2026,MANDI007,Sugarcane,3108.8,3709.0,3408.92,3500.0,2026-01-02,2026-01-02,True,-91.08,0.974,Nashik Mandi,Amritsar,Punjab
PR005219,2026-01-02,MANDI002,Sugarcane,3045.86,3621.19,3333.53,3500.0,2026-01-02,2026-01-02,True,-166.47,0.952,Solapur Mandi,Ludhiana,Punjab
PR005069,02-Jan-2026,MANDI013,Rice,1993.11,2097.48,2045.29,2183.0,2026-01-02,2026-01-02,True,-137.71,0.937,Aurangabad Market,Patiala,Punjab
PR008474,2026-01-02,MANDI053,Cotton,5726.43,6303.78,5726.43,6620.0,2026-01-02,2026-01-02,True,-893.57,0.865,Panihati Market,Saharanpur,Uttar Pradesh
PR004321,01/02/2026,MANDI041,Wheat,2131.54,2644.49,2388.0,2275.0,2026-01-02,2026-01-02,False,113.0,1.05,Gurgaon Grain Market,Fatehabad,Haryana
PR001234,2026-01-02,MANDI031,Cotton,5671.73,6777.3,6224.51,6620.0,2026-01-02,2026-01-02,True,-395.49,0.94,Nangloi Jat Mandi,Sirsa,Haryana
PR009962,02-Jan-2026,MANDI035,Sugarcane,3572.95,4096.59,3834.77,3500.0,2026-01-02,2026-01-02,False,334.77,1.096,Guntakal Mandi,Ambala,Haryana
PR009976,02-Jan-2026,MANDI005,Wheat,2058.71,2320.25,2189.0,2275.0,2026-01-02,2026-01-02,True,-86.0,0.962,Bhilwara Grain Market,Amritsar,Punjab
PR002694,2026-01-02,MANDI008,Rice,1931.31,2191.6230000000005,2087.26,2183.0,2026-01-02,2026-01-02,True,-95.74,0.956,Bijapur Market,Amritsar,Punjab
PR010169,02-Jan-2026,MANDI001,Maize,2112.0,2265.19,2188.69,2090.0,2026-01-02,2026-01-02,False,98.69,1.047,Hyderabad Mandi,Ludhiana,Punjab
PR008096,2026-01-02,MANDI015,Cotton,5906.15,6619.95,6217.0,6620.0,2026-01-02,2026-01-02,True,-403.0,0.939,Amravati Grain Market,Bathinda,Punjab
PR004284,01.02.2026,MANDI042,Sugarcane,3237.43,3944.56,3591.0,3500.0,2026-01-02,2026-01-02,False,91.0,1.026,Erode Mandi,Fatehabad,Haryana
PR007855,02-Jan-2026,MANDI003,Sugarcane,3397.86,3717.0,3557.0,3500.0,2026-01-02,2026-01-02,False,57.0,1.016,Vijayawada Mandi,Ludhiana,Punjab
PR001988,02-Jan-2026,MANDI042,Sugarcane,3410.0,4251.57,3830.61,3500.0,2026-01-02,2026-01-02,False,330.61,1.094,Erode Mandi,Fatehabad,Haryana
PR006560,2026/01/02,MANDI015,Maize,2049.0,2376.19,2212.54,2090.0,2026-01-02,2026-01-02,False,122.54,1.059,Amravati Grain Market,Bathinda,Punjab
PR006329,01-03-2026,MANDI017,Wheat,2007.5115,2223.14,2113.17,2275.0,2026-01-03,2026-01-03,True,-161.83,0.929,Parbhani Market,Patiala,Punjab
PR007322,03-Jan-2026,MANDI056,Rice,1922.06,2183.65,1922.06,2183.0,2026-01-03,2026-01-03,True,-260.94,0.88,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR007333,01-03-2026,MANDI049,Cotton,5737.0,6281.53,6009.49,6620.0,2026-01-03,2026-01-03,True,-610.51,0.908,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR007014,01-03-2026,MANDI057,Rice,2018.0,2283.01,2150.58,2183.0,2026-01-03,2026-01-03,True,-32.42,0.985,Gorakhpur APMC,Bareilly,Uttar Pradesh
PR002126,2026/01/03,MANDI019,Rice,1950.06,2311.34,2130.7,2183.0,2026-01-03,2026-01-03,True,-52.3,0.976,Karimnagar Grain Market,Moga,Punjab
PR008148,01.03.2026,MANDI050,Wheat,2065.74,2357.97,2211.86,2275.0,2026-01-03,2026-01-03,True,-63.14,0.972,Durg Market,Muzaffarnagar,Uttar Pradesh
PR002802,01-03-2026,MANDI042,Sugarcane,3341.62,3969.0,3655.22,3500.0,2026-01-03,2026-01-03,False,155.22,1.044,Erode Mandi,Fatehabad,Haryana
PR005465,01-03-2026,MANDI025,Wheat,2304.1014999999998,2646.62,2425.37,2275.0,2026-01-03,2026-01-03,False,150.37,1.066,Dindigul APMC,Karnal,Haryana
PR001055,03-Jan-2026,MANDI056,Sugarcane,3461.39,4325.0,3893.18,3500.0,2026-01-03,2026-01-03,False,393.18,1.112,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR007556,2026/01/03,MANDI029,Mustard,5174.0,5851.79,5513.0,5650.0,2026-01-03,2026-01-03,True,-137.0,0.976,Asansol Grain Market,Sirsa,Haryana
PR007244,2026-01-03,MANDI008,Sugarcane,3155.6,3654.1,3404.85,3500.0,2026-01-03,2026-01-03,True,-95.15,0.973,Bijapur Market,Amritsar,Punjab
PR007990,2026/01/03,MANDI001,Cotton,5918.89,6220.78,6069.84,6620.0,2026-01-03,2026-01-03,True,-550.16,0.917,Hyderabad Mandi,Ludhiana,Punjab
PR009359,03-Jan-2026,MANDI047,Rice,2221.48,2604.0,2480.0,2183.0,2026-01-03,2026-01-03,False,297.0,1.136,Orai Market,Muzaffarnagar,Uttar Pradesh
PR010770,01.03.2026,MANDI001,Maize,2081.04,2318.51,2199.78,2090.0,2026-01-03,2026-01-03,False,109.78,1.053,Hyderabad Mandi,Ludhiana,Punjab
PR006145,01-03-2026,MANDI033,Cotton,6807.56,7816.07,7311.81,6620.0,2026-01-03,2026-01-03,False,691.81,1.105,South Dumdum Grain Market,Ambala,Haryana
PR001292,03-Jan-2026,MANDI001,Maize,1855.57,2261.14,2058.0,2090.0,2026-01-03,2026-01-03,True,-32.0,0.985,Hyderabad Mandi,Ludhiana,Punjab
PR003121,2026/01/03,MANDI004,Cotton,6713.61,7482.19,7097.9,6620.0,2026-01-03,2026-01-03,False,477.9,1.072,Khandwa Grain Market,Ludhiana,Punjab
PR006762,01/03/2026,MANDI052,Maize,1989.74,2196.0,2092.65,2090.0,2026-01-03,2026-01-03,False,2.65,1.001,Kakinada APMC,Saharanpur,Uttar Pradesh
PR007704,2026-01-03,MANDI012,Mustard,4983.76,6212.94,5598.35,5650.0,2026-01-03,2026-01-03,True,-51.65,0.991,Gaya Grain Market,Patiala,Punjab
PR005265,03-Jan-2026,MANDI048,Sugarcane,3167.0,3616.0,3391.32,3500.0,2026-01-03,2026-01-03,True,-108.68,0.969,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR004184,01/03/2026,MANDI037,Maize,1937.9,2369.2,2153.55,2090.0,2026-01-03,2026-01-03,False,63.55,1.03,Jorhat Grain Market,Kurukshetra,Haryana
PR000146,01/03/2026,MANDI001,Sugarcane,3486.08,4190.85,3838.0,3500.0,2026-01-03,2026-01-03,False,338.0,1.097,Hyderabad Mandi,Ludhiana,Punjab
PR008772,01/03/2026,MANDI057,Rice,2156.5,2467.42,2311.96,2183.0,2026-01-03,2026-01-03,False,128.96,1.059,Gorakhpur APMC,Bareilly,Uttar Pradesh
PR004227,03-Jan-2026,MANDI045,Sugarcane,3041.0,3580.51,3310.59,3500.0,2026-01-03,2026-01-03,True,-189.41,0.946,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR000317,01/03/2026,MANDI021,Cotton,5950.0,7178.0,6564.0,6620.0,2026-01-03,2026-01-03,True,-56.0,0.992,Guna Mandi,Ferozepur,Punjab
PR008930,2026-01-03,MANDI042,Mustard,5697.91,6040.0,5869.2,5650.0,2026-01-03,2026-01-03,False,219.2,1.039,Erode Mandi,Fatehabad,Haryana
PR004382,2026/01/03,MANDI051,Maize,1957.6,2079.0,2018.27,2090.0,2026-01-03,2026-01-03,True,-71.73,0.966,Gulbarga Market,Saharanpur,Uttar Pradesh
PR000427,2026/01/03,MANDI051,Rice,2145.95,2306.0,2226.08,2183.0,2026-01-03,2026-01-03,False,43.08,1.02,Gulbarga Market,Saharanpur,Uttar Pradesh
PR006144,2026-01-03,MANDI016,Cotton,6903.0,7869.61,7386.3,6620.0,2026-01-03,2026-01-03,False,766.3,1.116,Kulti APMC,Bathinda,Punjab
PR008905,01-03-2026,MANDI039,Rice,1943.44,2131.35,2037.0,2183.0,2026-01-03,2026-01-03,True,-146.0,0.933,Anand Grain Market,Kurukshetra,Haryana
PR008370,03-Jan-2026,MANDI030,Sugarcane,3471.8415,4022.01,3654.57,3500.0,2026-01-03,2026-01-03,False,154.57,1.044,Patiala APMC,Sirsa,Haryana
PR004602,2026/01/03,MANDI002,Mustard,5771.24,6931.52,6351.38,5650.0,2026-01-03,2026-01-03,False,701.38,1.124,Solapur Mandi,Ludhiana,Punjab
PR006356,01/03/2026,MANDI022,Wheat,1965.0,2250.49,2107.59,2275.0,2026-01-03,2026-01-03,True,-167.41,0.926,Eluru APMC,Karnal,Haryana
PR004190,01-03-2026,MANDI043,Rice,1989.4,2093.0,2041.0,2183.0,2026-01-03,2026-01-03,True,-142.0,0.935,Danapur Mandi,Agra,Uttar Pradesh
PR011869,01.03.2026,MANDI001,Cotton,6040.0,6852.6675000000005,6526.35,6620.0,2026-01-03,2026-01-03,True,-93.65,0.986,Hyderabad Mandi,Ludhiana,Punjab
PR011942,2026/01/04,MANDI015,Sugarcane,3646.88,4488.54,4068.0,3500.0,2026-01-04,2026-01-04,False,568.0,1.162,Amravati Grain Market,Bathinda,Punjab
PR006320,2026-01-04,MANDI041,Rice,2198.0,2732.68,2465.39,2183.0,2026-01-04,2026-01-04,False,282.39,1.129,Gurgaon Grain Market,Fatehabad,Haryana
PR010302,04-Jan-2026,MANDI037,Cotton,5704.81,7014.45,6360.0,6620.0,2026-01-04,2026-01-04,True,-260.0,0.961,Jorhat Grain Market,Kurukshetra,Haryana
PR000115,01.04.2026,MANDI038,Maize,1882.5,2202.0,2042.27,2090.0,2026-01-04,2026-01-04,True,-47.73,0.977,Jalandhar Mandi,Kurukshetra,Haryana
PR007142,01.04.2026,MANDI001,Sugarcane,3673.0,3927.12,3799.88,3500.0,2026-01-04,2026-01-04,False,299.88,1.086,Hyderabad Mandi,Ludhiana,Punjab
PR011117,2026-01-04,MANDI055,Cotton,6938.36,8021.0,6938.36,6620.0,2026-01-04,2026-01-04,False,318.36,1.048,Chandigarh APMC,Bareilly,Uttar Pradesh
PR008897,04-Jan-2026,MANDI029,Mustard,5430.88,6618.0,6024.65,5650.0,2026-01-04,2026-01-04,False,374.65,1.066,Asansol Grain Market,Sirsa,Haryana
PR008104,2026/01/04,MANDI035,Maize,2243.8714999999997,2580.28,2361.97,2090.0,2026-01-04,2026-01-04,False,271.97,1.13,Guntakal Mandi,Ambala,Haryana
PR004082,01.04.2026,MANDI024,Sugarcane,3302.0,3861.31,3302.0,3500.0,2026-01-04,2026-01-04,True,-198.0,0.943,Jaipur Mandi,Karnal,Haryana
PR002738,01/04/2026,MANDI027,Cotton,6778.59,7550.55,6778.59,6620.0,2026-01-04,2026-01-04,False,158.59,1.024,Kochi APMC,Hisar,Haryana
PR011017,01.04.2026,MANDI053,Rice,2261.0,2442.91,2352.1,2183.0,2026-01-04,2026-01-04,False,169.1,1.077,Panihati Market,Saharanpur,Uttar Pradesh
PR001684,2026/01/04,MANDI031,Wheat,2187.08,2638.93,2413.0,2275.0,2026-01-04,2026-01-04,False,138.0,1.061,Nangloi Jat Mandi,Sirsa,Haryana
PR008239,01.04.2026,MANDI039,Mustard,5763.54,6922.33,6342.93,5650.0,2026-01-04,2026-01-04,False,692.93,1.123,Anand Grain Market,Kurukshetra,Haryana
PR010409,01/04/2026,MANDI015,Cotton,6805.0,8305.24,7555.0,6620.0,2026-01-04,2026-01-04,False,935.0,1.141,Amravati Grain Market,Bathinda,Punjab
PR001949,01.04.2026,MANDI034,Cotton,6107.45,6730.97,6419.21,6620.0,2026-01-04,2026-01-04,True,-200.79,0.97,Ludhiana Grain Market,Ambala,Haryana
PR010461,01/04/2026,MANDI001,Rice,2040.0,2322.1695000000004,2211.59,2183.0,2026-01-04,2026-01-04,False,28.59,1.013,Hyderabad Mandi,Ludhiana,Punjab
PR009391,04-Jan-2026,MANDI020,Sugarcane,3480.63,4123.0,3802.0,3500.0,2026-01-04,2026-01-04,False,302.0,1.086,Kadapa Mandi,Ferozepur,Punjab
PR003428,01.04.2026,MANDI001,Maize,1871.0,2288.05,2079.29,2090.0,2026-01-04,2026-01-04,True,-10.71,0.995,Hyderabad Mandi,Ludhiana,Punjab
PR003526,01.04.2026,MANDI001,Maize,1974.0,2101.43,2037.87,2090.0,2026-01-04,2026-01-04,True,-52.13,0.975,Hyderabad Mandi,Ludhiana,Punjab
PR010983,2026-01-04,MANDI046,Cotton,5889.6,6645.0,6267.32,6620.0,2026-01-04,2026-01-04,True,-352.68,0.947,Baranagar Market,Muzaffarnagar,Uttar Pradesh
PR003440,01.04.2026,MANDI052,Mustard,5211.47,5933.0,5572.02,5650.0,2026-01-04,2026-01-04,True,-77.98,0.986,Kakinada APMC,Saharanpur,Uttar Pradesh
PR011056,2026/01/04,MANDI001,Cotton,6655.15,8252.63,7453.89,6620.0,2026-01-04,2026-01-04,False,833.89,1.126,Hyderabad Mandi,Ludhiana,Punjab
PR002876,2026-01-04,MANDI005,Mustard,5631.2,6985.0,6307.93,5650.0,2026-01-04,2026-01-04,False,657.93,1.116,Bhilwara Grain Market,Amritsar,Punjab
PR009414,04-Jan-2026,MANDI047,Mustard,5078.74,5943.346500000001,5660.33,5650.0,2026-01-04,2026-01-04,False,10.33,1.002,Orai Market,Muzaffarnagar,Uttar Pradesh
PR011222,01.04.2026,MANDI023,Mustard,5735.62,6619.56,6178.0,5650.0,2026-01-04,2026-01-04,False,528.0,1.093,Panihati APMC,Karnal,Haryana
PR001083,01-04-2026,MANDI057,Cotton,5698.42,6941.0,6319.76,6620.0,2026-01-04,2026-01-04,True,-300.24,0.955,Gorakhpur APMC,Bareilly,Uttar Pradesh
PR010255,01/04/2026,MANDI045,Rice,1862.0,2051.85,1956.92,2183.0,2026-01-04,2026-01-04,True,-226.08,0.896,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR010489,01/04/2026,MANDI041,Mustard,5721.53,6513.73,6117.63,5650.0,2026-01-04,2026-01-04,False,467.63,1.083,Gurgaon Grain Market,Fatehabad,Haryana
PR010240,2026-01-04,MANDI053,Mustard,5359.62,6516.14,5937.88,5650.0,2026-01-04,2026-01-04,False,287.88,1.051,Panihati Market,Saharanpur,Uttar Pradesh
PR000887,01/04/2026,MANDI001,Wheat,2046.0,2210.0,2128.13,2275.0,2026-01-04,2026-01-04,True,-146.87,0.935,Hyderabad Mandi,Ludhiana,Punjab
PR007638,04-Jan-2026,MANDI047,Maize,2065.5,2331.24,2065.5,2090.0,2026-01-04,2026-01-04,True,-24.5,0.988,Orai Market,Muzaffarnagar,Uttar Pradesh
PR005107,04-Jan-2026,MANDI018,Cotton,6542.42,7509.65,7026.0,6620.0,2026-01-04,2026-01-04,False,406.0,1.061,Jaunpur Mandi,Moga,Punjab
PR002867,01-04-2026,MANDI030,Maize,1939.45,2303.0,2121.0,2090.0,2026-01-04,2026-01-04,False,31.0,1.015,Patiala APMC,Sirsa,Haryana
PR001755,01/04/2026,MANDI052,Cotton,5828.25,6394.91,6135.0,6620.0,2026-01-04,2026-01-04,True,-485.0,0.927,Kakinada APMC,Saharanpur,Uttar Pradesh
